2 clusters,,,,,,,,,,,,,,,,,,,
% of total shape images in cluster,,,,,,,,,,,,,,,,,,,
shape/cluster,cluster 0,cluster 1,,,,,,,,,,,,,,,,,
circle,0.210524227,0.789475773,,,,,,,,,,,,,,,,,
triangle,0.20367893,0.79632107,,,,,,,,,,,,,,,,,
diamond,0.183333333,0.816666667,,,,,,,,,,,,,,,,,
inverted_triangle,0.223148148,0.776851852,,,,,,,,,,,,,,,,,
octagon,0.012820513,0.987179487,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
% of cluster made up of shape,,,,,,,,,,,,,,,,,,,
cluster/shape,circle,triangle,diamond,inverted_triangle,octagon,,,,,,,,,,,,,,
cluster 0,0.662379823,0.228118367,0.04807092,0.060182295,0.001248595,,,,,,,,,,,,,,
cluster 1,0.637628205,0.228942308,0.054967949,0.053782051,0.024679487,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3 clusters,,,,,,,,,,,,,,,,,,,
% of total shape images in cluster,,,,,,,,,,,,,,,,,,,
shape/cluster,cluster 0,cluster 1,cluster 2,,,,,,,,,,,,,,,,
cluster 9,0.851558373,0.024300053,0.058637084,0.064976228,0.000528262,,,,,,,,,,,,,,
cluster 10,0.951694915,0.00720339,0.040254237,0.000423729,0.000423729,,,,,,,,,,,,,,
cluster 11,0.787543655,0.000291036,0.121653085,0.003783469,0.086728754,,,,,,,,,,,,,,
cluster 12,0.000571429,0.002285714,0.002285714,0.994857143,0,,,,,,,,,,,,,,
cluster 13,0.002290426,0.997709574,0,0,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
15 clusters,,,,,,,,,,,,,,,,,,,
% of total shape images in cluster,,,,,,,,,,,,,,,,,,,
shape/cluster,cluster 0,cluster 1,cluster 2,cluster 3,cluster 4,cluster 5,cluster 6,cluster 7,cluster 8,cluster 9,cluster 10,cluster 11,cluster 12,cluster 13,cluster 14,,,,
circle,0.069883726,0.01813564,0.166316124,0.071828247,0.088455891,0,0.185880392,0.086392317,0.001984206,0.138854716,3.97E-05,0,7.94E-05,0.110282154,0.061867534,,,,
triangle,0.000445931,0.029654404,0,0.031995541,0.002898551,0,0,0.001337793,0.403232999,0.000111483,0.247380156,0.000445931,0.257748049,0.008807135,0.015942029,,,,
diamond,0.146190476,0.010952381,0.037142857,0.042857143,0.022380952,0.308095238,0.125714286,0.007142857,0.000952381,0.025714286,0,0.00047619,0,0.221904762,0.05047619,,,,
inverted_triangle,0.00787037,0.018981481,0,0.033333333,0.000462963,0,0,0.000462963,0.000462963,0,0,0.7625,0,0.118055556,0.05787037,,,,
octagon,0.103846154,0,0.026923077,0.016666667,0.015384615,0,0.655128205,0,0,0.017948718,0,0,0,0.162820513,0.001282051,,,,
,,,,,,,,,,,,,,,,,,,
% of cluster made up of shape,,,,,,,,,,,,,,,,,,,
cluster/shape,circle,triangle,diamond,inverted_triangle,octagon,,,,,,,,,,,,,,
cluster 0,0.811520737,0.001843318,0.141474654,0.007834101,0.037327189,,,,,,,,,,,,,,
cluster 1,0.58068615,0.337992376,0.029224905,0.052096569,0,,,,,,,,,,,,,,
cluster 2,0.976923077,0,0.018181818,0,0.004895105,,,,,,,,,,,,,,
cluster 3,0.79665493,0.126320423,0.039612676,0.031690141,0.005721831,,,,,,,,,,,,,,
cluster 4,0.962850972,0.011231102,0.020302376,0.000431965,0.005183585,,,,,,,,,,,,,,
cluster 5,0,0,1,0,0,,,,,,,,,,,,,,
cluster 6,0.858032607,0,0.048360506,0,0.093606888,,,,,,,,,,,,,,
cluster 7,0.987301587,0.005442177,0.006802721,0.000453515,0,,,,,,,,,,,,,,
cluster 8,0.013623978,0.985558583,0.000544959,0.00027248,0,,,,,,,,,,,,,,
cluster 9,0.980661435,0.000280269,0.015134529,0,0.003923767,,,,,,,,,,,,,,
cluster 10,0.00045045,0.99954955,0,0,0,,,,,,,,,,,,,,
cluster 11,0,0.002421308,0.000605327,0.996973366,0,,,,,,,,,,,,,,
cluster 12,0.000864304,0.999135696,0,0,0,,,,,,,,,,,,,,
cluster 13,0.749865084,0.021316784,0.12574204,0.068807339,0.034268753,,,,,,,,,,,,,,
cluster 14,0.806101344,0.073940021,0.054808687,0.064632885,0.000517063,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
16 clusters,,,,,,,,,,,,,,,,,,,
% of total shape images in cluster,,,,,,,,,,,,,,,,,,,
shape/cluster,cluster 0,cluster 1,cluster 2,cluster 3,cluster 4,cluster 5,cluster 6,cluster 7,cluster 8,cluster 9,cluster 10,cluster 11,cluster 12,cluster 13,cluster 14,cluster 15,,,
circle,0.07079646,0.016746696,0.164768443,0.085757371,0.000119052,0.071748879,0.063097742,0.191237748,0.090797254,7.94E-05,0,0.118099925,0.122703282,0.001666733,0.002341363,3.97E-05,,,
triangle,0.036789298,0.008026756,0,0.001560758,0.237346711,0.000111483,0.004347826,0,0.002787068,0.253177258,0,0.006354515,0.000111483,0.063322185,0.385507246,0.000557414,,,
diamond,0.048571429,0.011428571,0.071904762,0.050952381,0,0.173333333,0.052380952,0.122380952,0.025714286,0,0,0.233809524,0.206666667,0,0.000952381,0.001904762,,,
inverted_triangle,0.025,0.021759259,0,0.000462963,0,0.007407407,0.028703704,0,0.000462963,0,0.253703704,0.063425926,0,0.000925926,0.000462963,0.597685185,,,
octagon,0.016666667,0,0.030769231,0,0,0.115384615,0.001282051,0.63974359,0.015384615,0,0,0.166666667,0.014102564,0,0,0,,,
,,,,,,,,,,,,,,,,,,,
% of cluster made up of shape,,,,,,,,,,,,,,,,,,,
cluster/shape,circle,triangle,diamond,inverted_triangle,octagon,,,,,,,,,,,,,,
cluster 0,0.781427946,0.144546649,0.044678055,0.023653088,0.005694262,,,,,,,,,,,,,,
cluster 1,0.746902655,0.127433628,0.042477876,0.083185841,0,,,,,,,,,,,,,,
cluster 2,0.959556275,0,0.034897157,0,0.005546568,,,,,,,,,,,,,,
cluster 3,0.946561542,0.006132282,0.046868156,0.00043802,0,,,,,,,,,,,,,,
cluster 4,0.001407129,0.998592871,0,0,0,,,,,,,,,,,,,,
cluster 5,0.793330408,0.000438789,0.159719175,0.007020623,0.039491005,,,,,,,,,,,,,,
cluster 6,0.882352941,0.021642619,0.061043285,0.034406215,0.000554939,,,,,,,,,,,,,,
cluster 7,0.864394619,0,0.046098655,0,0.089506726,,,,,,,,,,,,,,
cluster 8,0.961344538,0.010504202,0.022689076,0.000420168,0.005042017,,,,,,,,,,,,,,
cluster 9,0.000879894,0.999120106,0,0,0,,,,,,,,,,,,,,
cluster 10,0,0,0,1,0,,,,,,,,,,,,,,
cluster 11,0.785017146,0.015035611,0.129517278,0.036138222,0.034291744,,,,,,,,,,,,,,
cluster 12,0.873940079,0.000282646,0.122668174,0,0.003109101,,,,,,,,,,,,,,
cluster 13,0.068627451,0.928104575,0,0.003267974,0,,,,,,,,,,,,,,
cluster 14,0.016761364,0.982386364,0.000568182,0.000284091,0,,,,,,,,,,,,,,
cluster 15,0.00076864,0.003843198,0.003074558,0.992313605,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
17 clusters,,,,,,,,,,,,,,,,,,,
% of total shape images in cluster,,,,,,,,,,,,,,,,,,,
shape/cluster,cluster 0,cluster 1,cluster 2,cluster 3,cluster 4,cluster 5,cluster 6,cluster 7,cluster 8,cluster 9,cluster 10,cluster 11,cluster 12,cluster 13,cluster 14,cluster 15,cluster 16,,
circle,0.173697369,3.97E-05,0.068613834,0.001944522,0.062145323,0.124687488,0.108575737,0.065359736,0.016468907,0.062185007,0.162982658,0,3.97E-05,0.000198421,0.095876821,0.001666733,0.055518076,,
triangle,0,0.251393534,0.000668896,0.383723523,0.038015608,0.000111483,0.007692308,0.000780379,0.008249721,0.002564103,0,0.000780379,0,0.237792642,0.000445931,0.063433668,0.004347826,,
diamond,0.123333333,0,0.008095238,0.000952381,0.043333333,0.023809524,0.216190476,0.135714286,0.011904762,0.000952381,0.023809524,0.00047619,0.30952381,0,0.055238095,0.00047619,0.046190476,,
inverted_triangle,0,0,0,0.000462963,0.034259259,0,0.118055556,0.008333333,0.019907407,0.001851852,0,0.761574074,0,0,0.000462963,0.000462963,0.05462963,,
octagon,0.673076923,0,0.001282051,0,0.016666667,0.011538462,0.153846154,0.088461538,0,0,0.023076923,0,0,0,0.032051282,0,0,,
,,,,,,,,,,,,,,,,,,,
% of cluster made up of shape,,,,,,,,,,,,,,,,,,,
cluster/shape,circle,triangle,diamond,inverted_triangle,octagon,,,,,,,,,,,,,,
cluster 0,0.848091455,0,0.050184073,0,0.101724472,,,,,,,,,,,,,,
cluster 1,0.000443262,0.999556738,0,0,0,,,,,,,,,,,,,,
cluster 2,0.986309184,0.003422704,0.009697661,0,0.000570451,,,,,,,,,,,,,,
cluster 3,0.014024041,0.985117344,0.00057241,0.000286205,0,,,,,,,,,,,,,,
cluster 4,0.751079137,0.163549161,0.043645084,0.035491607,0.006235012,,,,,,,,,,,,,,
cluster 5,0.981261711,0.000312305,0.01561524,0,0.002810743,,,,,,,,,,,,,,
cluster 6,0.752889378,0.018987342,0.124931205,0.070170611,0.033021464,,,,,,,,,,,,,,
cluster 7,0.812931885,0.003455084,0.140671273,0.008884501,0.034057256,,,,,,,,,,,,,,
cluster 8,0.745062837,0.132854578,0.044883303,0.077199282,0,,,,,,,,,,,,,,
cluster 9,0.981829574,0.014411028,0.001253133,0.002506266,0,,,,,,,,,,,,,,
cluster 10,0.983712575,0,0.011976048,0,0.004311377,,,,,,,,,,,,,,
cluster 11,0,0.004234725,0.000604961,0.995160315,0,,,,,,,,,,,,,,
cluster 12,0.001536098,0,0.998463902,0,0,,,,,,,,,,,,,,
cluster 13,0.002338634,0.997661366,0,0,0,,,,,,,,,,,,,,
cluster 14,0.943013271,0.00156128,0.045277127,0.00039032,0.009758002,,,,,,,,,,,,,,
cluster 15,0.068515498,0.92822186,0.001631321,0.001631321,0,,,,,,,,,,,,,,
cluster 16,0.846339988,0.023593466,0.058681186,0.07138536,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
18 clusters,,,,,,,,,,,,,,,,,,,
% of total shape images in cluster,,,,,,,,,,,,,,,,,,,
shape/cluster,cluster 0,cluster 1,cluster 2,cluster 3,cluster 4,cluster 5,cluster 6,cluster 7,cluster 8,cluster 9,cluster 10,cluster 11,cluster 12,cluster 13,cluster 14,cluster 15,cluster 16,cluster 17,
circle,0,0.016310171,0.148458272,0.001666733,0.076034763,0.09163062,0.17834041,0.050954403,0.002738204,0.06877257,3.97E-05,3.97E-05,7.94E-05,0.096392714,0.06047859,0.125163697,0,0.082900115,
triangle,0,0.008026756,0,0.062207358,0.003121516,0.001114827,0,0.041694537,0.384169454,0.000334448,0.251170569,0.000445931,0.237681159,0.006465998,0.003010033,0,0,0.000557414,
diamond,0.296666667,0.01047619,0.037142857,0,0.021428571,0.023809524,0.111904762,0.035238095,0.000952381,0.15,0,0.001904762,0,0.225238095,0.049047619,0.029047619,0,0.007142857,
inverted_triangle,0,0.021296296,0,0.000925926,0,0.006944444,0.000925926,0.02037037,0.000462963,0.008333333,0,0.601388889,0,0.055092593,0.028703704,0,0.255555556,0,
octagon,0,0,0.033333333,0,0.015384615,0.020512821,0.644871795,0.011538462,0,0.101282051,0,0,0,0.164102564,0,0.008974359,0,0,
,,,,,,,,,,,,,,,,,,,
% of cluster made up of shape,,,,,,,,,,,,,,,,,,,
cluster/shape,circle,triangle,diamond,inverted_triangle,octagon,,,,,,,,,,,,,,
cluster 0,0,0,1,0,0,,,,,,,,,,,,,,
cluster 1,0.745916515,0.130671506,0.039927405,0.083484574,0,,,,,,,,,,,,,,
cluster 2,0.972951886,0,0.020286086,0,0.006762029,,,,,,,,,,,,,,
cluster 3,0.069767442,0.926910299,0,0.003322259,0,,,,,,,,,,,,,,
cluster 4,0.957521239,0.013993003,0.022488756,0,0.005997001,,,,,,,,,,,,,,
cluster 5,0.962083333,0.004166667,0.020833333,0.00625,0.006666667,,,,,,,,,,,,,,
cluster 6,0.858616737,0,0.044898739,0.000382117,0.096102407,,,,,,,,,,,,,,
cluster 7,0.719327731,0.20952381,0.041456583,0.02464986,0.005042017,,,,,,,,,,,,,,
cluster 8,0.019613417,0.979533826,0.000568505,0.000284252,0,,,,,,,,,,,,,,
cluster 9,0.80679702,0.001396648,0.146648045,0.008379888,0.036778399,,,,,,,,,,,,,,
cluster 10,0.000443656,0.999556344,0,0,0,,,,,,,,,,,,,,
cluster 11,0.000764526,0.003058104,0.003058104,0.993119266,0,,,,,,,,,,,,,,
cluster 12,0.000937207,0.999062793,0,0,0,,,,,,,,,,,,,,
cluster 13,0.757405675,0.018085438,0.147489866,0.03710633,0.039912691,,,,,,,,,,,,,,
cluster 14,0.888111888,0.015734266,0.06002331,0.036130536,0,,,,,,,,,,,,,,
cluster 15,0.978895096,0,0.01893234,0,0.002172564,,,,,,,,,,,,,,
cluster 16,0,0,0,1,0,,,,,,,,,,,,,,
cluster 17,0.990516833,0.002370792,0.007112376,0,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
19 clusters,,,,,,,,,,,,,,,,,,,
% of total shape images in cluster,,,,,,,,,,,,,,,,,,,
shape/cluster,cluster 0,cluster 1,cluster 2,cluster 3,cluster 4,cluster 5,cluster 6,cluster 7,cluster 8,cluster 9,cluster 10,cluster 11,cluster 12,cluster 13,cluster 14,cluster 15,cluster 16,cluster 17,cluster 18
circle,0.179530934,0.063018374,0.000793682,0.000555578,0.162585817,0.116591928,0.001468312,0.080241279,0.069645621,0.017143537,0.088495575,0,3.97E-05,0,0.003174729,0,0.082106433,3.97E-05,0.134568832
triangle,0,0.005797101,0.146265329,0.14180602,0,0.004236343,0.055072464,0.010925307,0.000111483,0.00657748,0.001003344,0.172017837,0.189409142,0,0.265774805,0,0.000780379,0.000111483,0.000111483
diamond,0.115238095,0.05,0,0,0.036190476,0.233809524,0,0.043333333,0.145238095,0.011904762,0.021904762,0,0,0.305714286,0.002380952,0,0.007142857,0.001904762,0.025238095
inverted_triangle,0,0.030555556,0,0,0,0.060648148,0.000462963,0.024537037,0.008333333,0.022222222,0.000462963,0,0,0,0.001851852,0.25462963,0,0.596296296,0
octagon,0.665384615,0.001282051,0,0,0.023076923,0.167948718,0,0.016666667,0.091025641,0,0.015384615,0,0,0,0,0,0,0,0.019230769
,,,,,,,,,,,,,,,,,,,
% of cluster made up of shape,,,,,,,,,,,,,,,,,,,
cluster/shape,circle,triangle,diamond,inverted_triangle,octagon,,,,,,,,,,,,,,
cluster 0,0.856007569,0,0.045789972,0,0.09820246,,,,,,,,,,,,,,
cluster 1,0.876379691,0.028697572,0.05794702,0.036423841,0.000551876,,,,,,,,,,,,,,
cluster 2,0.015015015,0.984984985,0,0,0,,,,,,,,,,,,,,
cluster 3,0.01088647,0.98911353,0,0,0,,,,,,,,,,,,,,
cluster 4,0.977570985,0,0.018134097,0,0.004294918,,,,,,,,,,,,,,
cluster 5,0.787878788,0.0101904,0.131670689,0.035130062,0.035130062,,,,,,,,,,,,,,
cluster 6,0.069548872,0.928571429,0,0.001879699,0,,,,,,,,,,,,,,
cluster 7,0.88801054,0.043039087,0.039964866,0.023276241,0.005709267,,,,,,,,,,,,,,
cluster 8,0.81627907,0.000465116,0.141860465,0.008372093,0.033023256,,,,,,,,,,,,,,
cluster 9,0.765957447,0.104609929,0.044326241,0.085106383,0,,,,,,,,,,,,,,
cluster 10,0.970409051,0.003916449,0.020017406,0.000435161,0.005221932,,,,,,,,,,,,,,
cluster 11,0,1,0,0,0,,,,,,,,,,,,,,
cluster 12,0.000588235,0.999411765,0,0,0,,,,,,,,,,,,,,
cluster 13,0,0,1,0,0,,,,,,,,,,,,,,
cluster 14,0.032349373,0.964011322,0.002021836,0.001617469,0,,,,,,,,,,,,,,
cluster 15,0,0,0,1,0,,,,,,,,,,,,,,
cluster 16,0.989478718,0.003347681,0.007173601,0,0,,,,,,,,,,,,,,
cluster 17,0.000772798,0.000772798,0.00309119,0.995363215,0,,,,,,,,,,,,,,
cluster 18,0.980057803,0.000289017,0.015317919,0,0.00433526,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Metrics,,,,,,,,,,,,,,,,,,,
2 clusters,0.338752259,,,,,,,,,,,,,,,,,,
3 clusters,0.248525652,,,,,,,,,,,,,,,,,,
4 clusters,0.756204321,,,,,,,,,,,,,,,,,,
5 clusters,0.360619703,,,,,,,,,,,,,,,,,,
6 clusters,1.309628202,,,,,,,,,,,,,,,,,,
7 clusters,1.509716722,,,,,,,,,,,,,,,,,,
8 clusters,1.716835814,,,,,,,,,,,,,,,,,,
9 clusters,1.587073184,,,,,,,,,,,,,,,,,,
10 clusters,1.74700009,,,,,,,,,,,,,,,,,,
11 clusters,2.266471967,,,,,,,,,,,,,,,,,,
12 clusters,2.371306693,,,,,,,,,,,,,,,,,,
13 clusters,2.375296228,,,,,,,,,,,,,,,,,,
14 clusters,2.363871877,,,,,,,,,,,,,,,,,,
15 clusters,2.042662012,,,,,,,,,,,,,,,,,,
16 clusters,2.337016636,,,,,,,,,,,,,,,,,,
17 clusters,2.052388795,,,,,,,,,,,,,,,,,,
18 clusters,2.240820481,,,,,,,,,,,,,,,,,,
19 clusters,2.372302637,,,,,,,,,,,,,,,,,,
